drug_name,smiles,toxtype,canonical_smiles
Flupentixol,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
Bitolterol,CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C,,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
Amlexanox,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
Ethinamate,NC(=O)OC1(CCCCC1)C#C,,C#CC1(OC(N)=O)CCCCC1
Carphenazine,CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
Methyprylon,CCC1(CC)C(=O)NCC(C)C1=O,Drug abuse,CCC1(CC)C(=O)NCC(C)C1=O
Trilostane,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
Cefadroxil,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
Candicidin,CC(CC(C)C1OC(=O)CC(=O)CCCC(=O)CC(O)CC(O)CC(O)CC(=O)CC(O)C(C(O)CC(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C1C)C(O)=O)C(O)CC(=O)C1=CC=C(N)C=C1,,CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1
Amdinocillin,[H]C(=N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])N1CCCCCC1,,CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O
Flecainide,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
Diphenidol,OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
Chlorprothixene,CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12,,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
Bepridil,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,Cardiotoxicity,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
Ceftizoxime,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1
Mibefradil,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,"Drug interactions,
musculoskeletal",COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
Testosterone propionate,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Drug abuse,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Bezitramide,CCC(=O)N1C(=O)N(C2CCN(CCC(C#N)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C2=CC=CC=C12,Overdose,CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21
Fencamfamin,CCNC1C2CCC(C2)C1C1=CC=CC=C1,,CCNC1C2CCC(C2)C1c1ccccc1
Ethylestrenol,[H][C@@]12CC[C@@](O)(CC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],"Inappropriate use in
malnourished children",CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
Chloral betaine,OC(O)C(Cl)(Cl)Cl.C[N+](C)(C)CC([O-])=O,,C[N+](C)(C)CC(=O)O
Etryptamine,CCC(N)CC1=CNC2=CC=CC=C12,,CCC(N)Cc1c[nH]c2ccccc12
Fenproporex,CC(CC1=CC=CC=C1)NCCC#N,"Drug abuse, psychiatric",CC(Cc1ccccc1)NCCC#N
Nimesulide,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,Hepatotoxicity,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
Iproniazid,CC(C)NNC(=O)C1=CC=NC=C1,"Immunologic, liver",CC(C)NNC(=O)c1ccncc1
Lysergic acid diethylamide,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N(CC)CC,,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
Methaqualone,CC1=CC=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,Misuse,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
Clofedanol,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
Telaprevir,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
Nalmefene,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C,,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
Eflornithine,NCCCC(N)(C(F)F)C(O)=O,,NCCCC(N)(C(=O)O)C(F)F
Triclofos,OP(O)(=O)OCC(Cl)(Cl)Cl,,O=P(O)(O)OCC(Cl)(Cl)Cl
Halcinonide,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1
Levopropoxyphene,[H][C@](C)(CN(C)C)[C@@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1,,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C
Mangafodipir,[Mn++].CC1=C(O)C(CN(CCN(CC([O-])=O)CC2=CC(COP(O)(O)=O)=NC(C)=C2O)CC([O-])=O)=CC(COP(O)(O)=O)=N1,,Cc1nc(COP(=O)(O)O)cc(CN(CCN(CC(=O)O)Cc2cc(COP(=O)(O)O)nc(C)c2O)CC(=O)O)c1O
Nonoxynol-9,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
Plicamycin,CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
Azapropazone,[H][C@@]1(CC=C)C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C,,C=CC[C@@H]1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
Ethyl biscoumacetate,CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O,,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
Boceprevir,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
Aminopterin,NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1,,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1
Formestane,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
Adrafinil,ONC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,O=C(CS(=O)C(c1ccccc1)c1ccccc1)NO
Magaldrate,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,,O=S(=O)(O)O
Isoxsuprine,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1,,C[C@H](COc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1
Isoaminile,CC(C)[C@@](C[C@H](C)N(C)C)(C#N)C1=CC=CC=C1,,CC(C)[C@](C#N)(C[C@H](C)N(C)C)c1ccccc1
Iotroxic acid,OC(=O)C1=C(I)C(NC(=O)COCCOCCOCC(=O)NC2=C(I)C(C(O)=O)=C(I)C=C2I)=C(I)C=C1I,,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
Iopanoic acid,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O,,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
Inositol nicotinate,O=C(O[C@H]1[C@H](OC(=O)C2=CC=CN=C2)[C@@H](OC(=O)C2=CC=CN=C2)[C@H](OC(=O)C2=CC=CN=C2)[C@H](OC(=O)C2=CC=CN=C2)[C@@H]1OC(=O)C1=CC=CN=C1)C1=CC=CN=C1,,O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1
Indenolol,CC(C)NCC(O)COC1=CC=CC2=C1C=CC2,,CC(C)NCC(O)COc1cccc2c1C=CC2
Ibuproxam,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO,,CC(C)Cc1ccc(C(C)C(=O)NO)cc1
Hydroxydione,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)CO,,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12
Hexoprenaline,OC(CNCCCCCCNCC(O)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1,,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
Glibornuride,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N[C@@H]1[C@H](O)[C@]2(C)CC[C@H]1C2(C)C,,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1
Gemeprost,CCCCC(C)(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(=O)OC,,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC
Fusafungine,[H]C1(OC(=O)[C@]([H])(C(C)C)N(C)C(=O)C([H])(OC(=O)[C@]([H])(C(C)C)N(C)C(=O)C([H])(OC(=O)[C@]([H])(C(C)C)N(C)C1=O)C(C)C)C(C)C)C(C)C,,CC(C)C1OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O
Fluocortolone,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
Fluclorolone acetonide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@]2(C(=O)CO)O1
Florantyrone,OC(=O)CCC(=O)C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1,,O=C(O)CCC(=O)c1ccc2c(c1)-c1cccc3cccc-2c13
Fentonium,[H][C@](CO)(C(=O)O[C@]1([H])C[C@]2([H])CC[C@]([H])(C1)[N+]2(C)CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=CC=C1,,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2
Fendiline,CC(NCCC(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
Etilefrine,CCNCC(O)C1=CC=CC(O)=C1,,CCNCC(O)c1cccc(O)c1
Ethoheptazine,CCOC(=O)C1(CCCN(C)CC1)C1=CC=CC=C1,,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
Etamivan,CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1,,CCN(CC)C(=O)c1ccc(O)c(OC)c1
Eprazinone,CCOC(CN1CCN(CC(C)C(=O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1
Ditazole,OCCN(CCO)C1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,,OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1
Dimetacrine,CN(C)CCCN1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12,,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21
Dexetimide,O=C1CC[C@@](C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C1=CC=CC=C1,,O=C1CC[C@@](c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
Cyclopentamine,CNC(C)CC1CCCC1,,CNC(C)CC1CCCC1
Chlorphenoxamine,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
Carbazochrome,CN1CC(O)C2=C\C(=N\NC(N)=O)C(=O)C=C12,,CN1CC(O)C2=C/C(=N/NC(N)=O)C(=O)C=C21
Canrenoic acid,[H][C@@]12CC[C@@](O)(CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)O
Butriptyline,CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C,,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
Brotizolam,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,Tumorigenicity,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
Benactyzine,CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
Amylocaine,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1,,CCC(C)(CN(C)C)OC(=O)c1ccccc1
Tixocortol,[H][C@@]12CC[C@](O)(C(=O)CS)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CS
Xanthinol,CN(CCO)CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
Difluocortolone,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
Colfosceril palmitate,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
Aurothioglucose,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O
Medrogestone,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Viloxazine,CCOC1=CC=CC=C1OCC1CNCCO1,,CCOc1ccccc1OCC1CNCCO1
Etoperidone,CCN1C(=O)N(CCCN2CCN(CC2)C2=CC=CC(Cl)=C2)N=C1CC,,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC
Zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12,,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
Benmoxin,CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,CC(NNC(=O)c1ccccc1)c1ccccc1
Iproclozide,CC(C)NNC(=O)COC1=CC=C(Cl)C=C1,,CC(C)NNC(=O)COc1ccc(Cl)cc1
Octamoxin,CCCCCCC(C)NN,,CCCCCCC(C)NN
Pheniprazine,CC(CC1=CC=CC=C1)NN,,CC(Cc1ccccc1)NN
Pivhydrazine,[H]N(CC1=CC=CC=C1)N([H])C(=O)C(C)(C)C,,CC(C)(C)C(=O)NNCc1ccccc1
Safrazine,CC(CCC1=CC2=C(OCO2)C=C1)NN,,CC(CCc1ccc2c(c1)OCO2)NN
Caroxazone,NC(=O)CN1CC2=CC=CC=C2OC1=O,,NC(=O)CN1Cc2ccccc2OC1=O
Strontium ranelate,[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O
Iopodic acid,CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I
Acetrizoic acid,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C=C1I,,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
Propiolactone,O=C1CCO1,,O=C1CCO1
Cyanocobalamin Co-60,[60Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,,CC1=C2NC([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
Cefroxadine,[H][C@]12SCC(OC)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O,,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
Sarafloxacin,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O
Asunaprevir,COC1=CN=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)C2=C1C=CC(Cl)=C2,,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
Perflenapent,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Depreotide,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](CCSCC(=O)NC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(N)=O)NC1=O,,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CCSCC(=O)NC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(N)=O)NC1=O
Laropiprant,CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1,"Higher frequency of
non-fatal but serious side
effects",CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3
Tideglusib,O=C1SN(C(=O)N1CC1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1
Inositol,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
Acetarsol,CC(=O)NC1=CC(=CC=C1O)[As](O)(O)=O,Hematologic,CC(=O)Nc1cc([As](=O)(O)O)ccc1O
Carbocromen,CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2,,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1
Edoxudine,CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
Diphemanil,C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1,,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
Chlorphenesin carbamate,NC(=O)OCC(O)COC1=CC=C(Cl)C=C1,,NC(=O)OCC(O)COc1ccc(Cl)cc1
Adiphenine,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
Melphalan flufenamide,CCOC(=O)[C@H](CC1=CC=C(F)C=C1)NC(=O)[C@@H](N)CC1=CC=C(C=C1)N(CCCl)CCCl,,CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1
